nombre,codigo_partido,coalicion,partidos_coalicion,tradicional,temporalidad,gradonac,ideologia,paso_ideologia,justificacion_ideologia,grupo_representativo_1,paso1_gr,justificacion_gr_1,grupo_representativo_2,paso2_gr,justificacion_gr_2,part_alcaldia,part_asamblea,part_camara,part_concejo,part_gobernacion,part_presidencia,part_presidencia_1v,part_presidencia_2v,part_senado,fuente_ideologia,fuente_gr,nombre_upper,votos_alcaldia,votos_asamblea,votos_camara,votos_concejo,votos_gobernacion,votos_presidencia,votos_senado
LA VIRGINIA EN BUENAS MANOS,20070372,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,LA VIRGINIA EN BUENAS MANOS,8751,0,0,0,0,0,0
LABORISTA,19700010,0,,0,1970-1984,99,4,,,99,,,99,,,0,1,0,0,0,1,0,0,0,,,LABORISTA,0,0,0,0,0,0,0
LABORISTA COLOMBIANO,19800045,0,,0,1980-1980,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,LABORISTA COLOMBIANO,0,0,0,0,0,0,0
LABRANDO CONFIANZA,20150690,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,LABRANDO CONFIANZA,0,0,0,2214,0,0,0
LEONARDO RICO ALCALDE,20070313,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,LEONARDO RICO ALCALDE,1818,0,0,0,0,0,0
LERIDA CENTRO DE DESARROLLO REGIONAL - FIRMES POR LERIDA,20150549,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,1,0,0,0,0,0,,,LERIDA CENTRO DE DESARROLLO REGIONAL - FIRMES POR LERIDA,3122,0,0,864,0,0,0
LIBERAL DEL PROGRESO,19940074,0,,0,1994-1994,0,4,,,99,,,99,,,0,0,1,0,0,0,0,0,0,,,LIBERAL DEL PROGRESO,0,0,226,0,0,0,0
LIBERAL FRENTE DEMOCRATICO,19820003,0,,0,1982-1982,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,LIBERAL FRENTE DEMOCRATICO,0,0,0,9237,0,0,0
LIBERAL POPULAR SOCIAL DEMóCRATA,19860016,0,,0,1986-1986,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,LIBERAL POPULAR SOCIAL DEMÓCRATA,0,0,0,0,0,0,0
LIBERALES UNIDOS POR EL PROGRESO DE UNE,20110065,0,,0,2011-2011,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,LIBERALES UNIDOS POR EL PROGRESO DE UNE,877,0,0,0,0,0,0
LIBERALISMO INDEPENDIENTE DE RESTAURACIÓN LIDER,19910027,0,,0,1991-1992,99,4,,,99,,,99,,,0,1,1,1,0,0,0,0,0,,,LIBERALISMO INDEPENDIENTE DE RESTAURACIÓN LIDER,0,0,0,0,0,0,0
LIBERCON,20070250,0,,0,2007-2011,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,LIBERCON,2750,0,0,0,0,0,0
LIBERCON UNIDOS POR EL PARAMO,20030027,0,,0,2003-2003,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,LIBERCON UNIDOS POR EL PARAMO,1262,0,0,0,0,0,0
LIBRES,20150057,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,1,0,0,0,0,0,,,LIBRES,90288,0,0,38180,0,0,0
LIDERES EN ACCION LEA,20070407,0,,0,2007-2007,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,LIDERES EN ACCION LEA,0,0,0,759,0,0,0
LIGA DE GOBERNANTES ANTICORRUPCION,20191578,0,,0,2019-2022,0,3,3,"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida.",98,,,98,,,0,1,1,1,0,0,1,1,0,https://viva.org.co/cajavirtual/svc0775/pdfs/01_Programa_de_Gobierno_RODOLFO_HERNANDEZ.pdf,,LIGA DE GOBERNANTES ANTICORRUPCION,0,0,0,0,0,0,0
LIGA MARXISTA LENINISTA,19760003,0,,0,1976-1976,99,4,,,99,,,99,,,0,1,0,1,0,0,0,0,0,,,LIGA MARXISTA LENINISTA,0,0,0,0,0,0,0
LISTA NACIONAL UNIFICADA MOVIMIENTO ESTATAL FUERZA SOCIAL,19900027,0,,0,1990-1990,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,LISTA NACIONAL UNIFICADA MOVIMIENTO ESTATAL FUERZA SOCIAL,0,0,0,0,0,0,0
LISTA UNICA POR DERECHO A LA VIDA,19900075,0,,0,1990-1990,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,LISTA UNICA POR DERECHO A LA VIDA,0,0,0,0,0,0,0
LO QUE LA GENTE QUIERE,20110042,0,,0,2011-2011,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,LO QUE LA GENTE QUIERE,4664,0,0,0,0,0,0
LO QUE VIENE ES MEJOR,20150254,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,LO QUE VIENE ES MEJOR,3497,0,0,0,0,0,0
LOGRAMOS UNIRNOS POR EL CAMBIO DE PURIFICACION,20110174,0,,0,2011-2011,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,LOGRAMOS UNIRNOS POR EL CAMBIO DE PURIFICACION,0,0,0,1113,0,0,0
LOS ANDES ADELANTE,20150422,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,LOS ANDES ADELANTE,2638,0,0,0,0,0,0
LOS PALENKES - BELLAVISTA - CH,20140029,0,,0,2014-2018,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,LOS PALENKES - BELLAVISTA - CH,0,0,3337,0,0,0,0
LOS PATIOS SOMOS TODOS,20110175,0,,0,2011-2011,0,3,3,"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida.",98,,,98,,,1,0,0,0,0,0,0,0,0,"https://www.colombia.com/especiales/elecciones_2011/resultados/Alcaldia.aspx?D=25&M=54,https://silo.tips/download/plan-de-desarrollo-municipio-de-los-patios-los-patios-somos-todos",,LOS PATIOS SOMOS TODOS,16395,0,0,0,0,0,0
LUCHAMOS POR GIRARDOT,20110176,0,,0,2011-2011,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,LUCHAMOS POR GIRARDOT,5316,0,0,0,0,0,0
LÍDER MADRES COMUNITARIAS,19940082,0,,0,1994-1994,99,4,,,6,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,LÍDER MADRES COMUNITARIAS,0,0,0,0,0,0,0
LÍDERES INDEPENDIENTES,19920024,0,,0,1992-1992,99,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,LÍDERES INDEPENDIENTES,0,0,0,0,0,0,0
MACEO UNIDOS PARA EL CAMBIO,20110177,0,,0,2011-2011,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,MACEO UNIDOS PARA EL CAMBIO,247,0,0,0,0,0,0
MACN,19780005,0,,0,1978-1978,99,4,,,99,,,99,,,0,0,0,0,0,1,0,0,0,,,MACN,0,0,0,0,0,0,0
MACROREGION DE LA AMAZONIA,20020047,0,,0,2002-2002,0,4,,,2,2,El partido se ha lanzado por alguna circunscripción especial que lo vincule a cierto grupo identitario,99,,,0,0,1,0,0,0,0,0,0,,,MACROREGION DE LA AMAZONIA,0,0,3984,0,0,0,0
MAICO,20000856,0,,0,2000-2000,99,4,,,99,,,99,,,0,0,0,1,1,0,0,0,0,,,MAICO,0,0,0,0,0,0,0
MANDATO AMBIENTAL,20220082,0,,0,2022-2022,0,1,3,"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida.",98,,,98,,,0,0,0,0,0,0,0,0,1,"https://mandatoambiental.org/mandato-ambiental/,https://miguelchindoy.com/mandato-ambiental-3/",,MANDATO AMBIENTAL,0,0,0,0,0,0,14825
MARCANDO LA DIFERENCIA,20110178,0,,0,2011-2011,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,MARCANDO LA DIFERENCIA,4858,0,0,0,0,0,0
MARINILLA EN ACCION,20070395,0,,0,2007-2007,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,MARINILLA EN ACCION,0,0,0,1103,0,0,0
MARINILLA SOMOS TODOS,20150025,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,MARINILLA SOMOS TODOS,15195,0,0,0,0,0,0
MARKANDO LA DIFERENCIA POR PROVIDENCIA Y SANTA CATALINA,20150755,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,MARKANDO LA DIFERENCIA POR PROVIDENCIA Y SANTA CATALINA,1425,0,0,0,0,0,0
MAS POR ACACIAS,20150395,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,1,0,0,0,0,0,,,MAS POR ACACIAS,5486,0,0,2387,0,0,0
MAS POR PROVIDENCIA Y SANTA CATALINA,20150759,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,MAS POR PROVIDENCIA Y SANTA CATALINA,1464,0,0,0,0,0,0
MASAI,20020033,0,,0,2002-2002,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,MASAI,0,0,13128,0,0,0,0
MC,20000858,0,,0,2000-2000,99,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,MC,0,0,0,0,0,0,0
MCC,20000860,0,,0,2000-2000,99,4,,,99,,,99,,,1,0,0,1,1,0,0,0,0,,,MCC,0,0,0,0,0,0,0
MCSC,20000862,0,,0,2000-2000,99,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,MCSC,0,0,0,0,0,0,0
MEJORES TIEMPOS PARA HOBO,20150369,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,https://tempo.sirhuila.gov.co/wp-content/uploads/2021/07/HOBO_acuerdo-12-plan-desarrollo.pdf,MEJORES TIEMPOS PARA HOBO,1768,0,0,0,0,0,0
MESA PLURIPARTIDISTA,20150358,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,"Mesa Multipartidista de Juventud (presidencia.gov.co),Mesa Multipartidista de Juventud | LATINNO",,MESA PLURIPARTIDISTA,3264,0,0,0,0,0,0
MI GENTE,20150603,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,0,1,0,0,0,0,,,MI GENTE,0,0,0,0,19680,0,0
MINTEGRADO,19910021,0,,0,1991-1992,99,4,,,99,,,99,,,0,0,1,1,0,0,0,0,0,,,MINTEGRADO,0,0,0,0,0,0,0
MOCIPROBI,19900077,0,,0,1990-1990,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,MOCIPROBI,0,0,0,0,0,0,0
MOGOTES SOMOS TODOS,20070045,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,1,0,0,0,0,0,,,MOGOTES SOMOS TODOS,1253,0,0,566,0,0,0
MONTERIA ADELANTE,20150189,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,MONTERIA ADELANTE,83580,0,0,0,0,0,0
MORELIA PROSPERA Y TURISTICA,20150161,0,,0,2015-2015,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,MORELIA PROSPERA Y TURISTICA,1422,0,0,0,0,0,0
MOV CEN NAL DE ORG CENPAVI,19900073,0,,0,1990-1990,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,MOV CEN NAL DE ORG CENPAVI,0,0,0,0,0,0,0
MOV. CONS. EST. POR EL FORT PROV,19900063,0,,0,1990-1990,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,MOV. CONS. EST. POR EL FORT PROV,0,0,0,0,0,0,0
MOV. NAL. PARA CANDIDATOS DE LOS TRABAJADORES,19800050,0,,0,1980-1980,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,MOV. NAL. PARA CANDIDATOS DE LOS TRABAJADORES,0,0,0,0,0,0,0
MOVIDA POR SINCELEJO,20150696,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,MOVIDA POR SINCELEJO,0,0,0,7675,0,0,0
MOVILIDAD SEGURA,20150697,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,MOVILIDAD SEGURA,0,0,0,1717,0,0,0
MOVIMENTO CÍVICO DE RECONCILIACIÓN,19900022,0,,0,1990-1990,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,MOVIMENTO CÍVICO DE RECONCILIACIÓN,0,0,0,0,0,0,0
"MOVIMIENTO "" SOMOS LIBRES""",19920020,0,,0,1992-1992,99,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,"MOVIMIENTO "" SOMOS LIBRES""",0,0,0,0,0,0,0
MOVIMIENTO 1,20070377,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,MOVIMIENTO 1,1717,0,0,0,0,0,0
MOVIMIENTO 19 DE ABRIL,19980015,0,,0,1997-2002,0,1,2,Se revisan los estatutos de los partidos y se asigna la etiqueta de izquierda si al menos tres posiciones políticas coinciden con ciertos criterios. Se clasifica como partido de derecha si al menos tres de las posiciones cumplen con ciertos criterios. Los partidos que no cumplen con al menos tres de dichas posiciones no son clasificados como de izquierda ni de derecha.,4,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",98,,,1,1,1,1,1,1,1,0,1,"Proyecto de Estatutos ADM19 (1991) - El blog de Oiga Hermano, hermana (oigahermanohermana.org),https://es.wikipedia.org/wiki/Movimiento_19_de_abril",,MOVIMIENTO 19 DE ABRIL,167053,88120,11410,29795,5609,26948,5459
MOVIMIENTO 98,19980023,0,,0,1998-1998,0,4,,,99,,,99,,,0,0,1,0,0,0,0,0,1,,,MOVIMIENTO 98,0,0,8840,0,0,0,46647
"MOVIMIENTO ACCION SOCIAL PATRIOTICA ""ASP""",19840033,0,,0,1984-1984,99,4,,,99,,,99,,,0,1,0,1,0,0,0,0,0,,,"MOVIMIENTO ACCION SOCIAL PATRIOTICA ""ASP""",0,0,0,0,0,0,0
MOVIMIENTO ACCIÓN POLÍTICA DE LOS TRABAJADORES - MAPO,19800024,0,,0,1980-1984,99,4,,,99,,,99,,,0,1,0,1,0,0,0,0,0,,,MOVIMIENTO ACCIÓN POLÍTICA DE LOS TRABAJADORES - MAPO,0,0,0,0,0,0,0
MOVIMIENTO ACTIVATE SOATA,20191915,0,,0,2019-2019,99,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,MOVIMIENTO ACTIVATE SOATA,0,0,0,0,0,0,0
MOVIMIENTO ACUDA LIBERAL,19920044,0,,0,1992-1992,99,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,MOVIMIENTO ACUDA LIBERAL,0,0,0,0,0,0,0
MOVIMIENTO ADELANTE GUAITARILLA,20191921,0,,0,2019-2019,99,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,MOVIMIENTO ADELANTE GUAITARILLA,0,0,0,0,0,0,0
MOVIMIENTO ADELANTE VALLEDUPAR,20070004,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,MOVIMIENTO ADELANTE VALLEDUPAR,32779,0,0,10672,0,0,0
MOVIMIENTO AFROAMBIENTAL COLOMBIANO,20100050,0,,0,2010-2010,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,MOVIMIENTO AFROAMBIENTAL COLOMBIANO,0,0,2176,0,0,0,0
MOVIMIENTO AFROCOLOMBIANO SOCIOAMBIENTALISTA - MACOAS,20140032,0,,0,2014-2014,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,0,0,1,0,0,0,0,0,0,,,MOVIMIENTO AFROCOLOMBIANO SOCIOAMBIENTALISTA - MACOAS,0,0,1509,0,0,0,0
MOVIMIENTO AGRO-INDUSTRIAL NACIONAL,19910004,0,,0,1991-1991,0,4,,,99,,,99,,,0,0,0,0,0,0,0,0,1,,,MOVIMIENTO AGRO-INDUSTRIAL NACIONAL,0,0,0,0,0,0,18974
MOVIMIENTO AGROPECUARIO COLOMBIANO - MAC,19980017,0,,0,1998-1998,0,4,,,99,,,99,,,0,0,1,0,0,0,0,0,1,,,MOVIMIENTO AGROPECUARIO COLOMBIANO - MAC,0,0,1503,0,0,0,3380
MOVIMIENTO ALAS EQUIPO COLOMBIA,20050004,0,,0,2006-2007,0,3,3,"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida.",2,3,Se revisan los estatutos o plan de gobierno (si el primero no está disponible) del partido y se codifica si existe una declaración expresa de pertenencia a alguno de los grupos representativos,1,TRUE,,1,1,1,1,0,0,0,0,1,Partido Alas Equipo Colombia | Congreso Visible (uniandes.edu.co),http://americo.usal.es/oir/opal/Documentos/Colombia/MovALAS-EquipoColombia/EstatutosMovALAS.pdf,MOVIMIENTO ALAS EQUIPO COLOMBIA,0,0,0,0,0,0,0
MOVIMIENTO ALIANZA PARA EL DESARROLLO,20070048,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,1,0,0,0,0,0,,,MOVIMIENTO ALIANZA PARA EL DESARROLLO,3195,0,0,1118,0,0,0
MOVIMIENTO ALIANZA POPULAR,19860007,0,,0,1986-1986,99,4,,,99,,,99,,,0,0,1,0,0,0,0,0,1,,,MOVIMIENTO ALIANZA POPULAR,0,0,0,0,0,0,0
MOVIMIENTO ALIANZA SOCIAL AFROCOLOMBIANA - ASA,20060003,0,,0,2006-2010,0,4,,,1,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",99,,,1,1,1,1,1,0,1,0,1,,,MOVIMIENTO ALIANZA SOCIAL AFROCOLOMBIANA - ASA,90938,12110,18564,94735,35013,14847,11636
MOVIMIENTO ALIANZA SOCIAL INDIGENA - ASI,19910002,0,,0,1991-2019,0,1,2,Se revisan los estatutos de los partidos y se asigna la etiqueta de izquierda si al menos tres posiciones políticas coinciden con ciertos criterios. Se clasifica como partido de derecha si al menos tres de las posiciones cumplen con ciertos criterios. Los partidos que no cumplen con al menos tres de dichas posiciones no son clasificados como de izquierda ni de derecha.,2,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",98,,,1,1,1,1,1,1,0,0,1,https://alianzasocialindependiente.org/nuestra-historia/,,MOVIMIENTO ALIANZA SOCIAL INDIGENA - ASI,1293181,382723,325744,730516,221702,146583,328228
MOVIMIENTO ALTERNATIVA CIVICA,20000612,0,,0,2000-2000,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,MOVIMIENTO ALTERNATIVA CIVICA,0,0,0,106,0,0,0
MOVIMIENTO ALTERNATIVA COMUNITARIA,20070364,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,MOVIMIENTO ALTERNATIVA COMUNITARIA,3873,0,0,0,0,0,0
MOVIMIENTO ALTERNATIVA DE UNIDAD POPULAR,19860019,0,,0,1986-1986,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,MOVIMIENTO ALTERNATIVA DE UNIDAD POPULAR,0,0,0,0,0,0,0
MOVIMIENTO ALTERNATIVA DEMOCRATICA,19940001,0,,0,1994-2002,0,1,3,"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida.",98,,,98,,,1,1,1,1,0,1,1,0,1,"https://es.wikipedia.org/wiki/Alternativa_Democr%C3%A1tica_(Colombia),https://es.wikipedia.org/wiki/Polo_Democr%C3%A1tico_Alternativo,http://web.archive.org/web/20100907023315/http://www.polodemocratico.net/-Ideario-de-unidad-",,MOVIMIENTO ALTERNATIVA DEMOCRATICA,65778,76359,83702,199616,0,29203,41772
MOVIMIENTO ALTERNATIVA NORTECAUCANA,19860018,0,,0,1986-1986,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,MOVIMIENTO ALTERNATIVA NORTECAUCANA,0,0,0,0,0,0,0
MOVIMIENTO ALTERNATIVA POPULAR INDEPENDIENTE - MAPI,20070049,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,MOVIMIENTO ALTERNATIVA POPULAR INDEPENDIENTE - MAPI,2958,0,0,0,0,0,0
MOVIMIENTO ALTERNATIVA POR LA PAZ,19840040,0,,0,1984-1984,99,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,MOVIMIENTO ALTERNATIVA POR LA PAZ,0,0,0,0,0,0,0
MOVIMIENTO ALTERNATIVA SOCIAL EN ACCION,20070343,0,,0,2007-2007,0,4,,,99,,,99,,,1,0,0,1,0,0,0,0,0,,,MOVIMIENTO ALTERNATIVA SOCIAL EN ACCION,1240,0,0,564,0,0,0
MOVIMIENTO ALTERNATIVO DE AVANZADA SOCIAL - ALAS,19980005,0,,0,2002-2010,0,2,5,"Es posible encontrar fuentes secundarias (prensa, documentos académicos, etc.) donde se habla de la tendencia ideológica de los PMC",98,,,98,,,1,1,1,1,1,0,0,0,1,"https://elpilon.com.co/somos-region-colombia-partido-reemplazara-alas/,https://web.archive.org/web/20090914124928/http://www.elpaisvallenato.com/html/noticias/2009/septiembre/10/5804497alasoficializo.html",,MOVIMIENTO ALTERNATIVO DE AVANZADA SOCIAL - ALAS,12343,28329,183534,43185,5336,0,116164
MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,20130002,0,,0,2014-2022,0,1,2,Se revisan los estatutos de los partidos y se asigna la etiqueta de izquierda si al menos tres posiciones políticas coinciden con ciertos criterios. Se clasifica como partido de derecha si al menos tres de las posiciones cumplen con ciertos criterios. Los partidos que no cumplen con al menos tres de dichas posiciones no son clasificados como de izquierda ni de derecha.,2,1,"El partido se autodefine a sí mismo como perteneciente a alguna categoría, utilizando su nombre o eslogan",98,,,1,1,1,1,1,0,0,0,1,"ACTA DE CONSTITUCION, APROBACIÓN DE ESTATUTOS, ELECCION DE DIGNATARIOS Y ORGANOS DE FISCALIZACION (mais.com.co),https://www.mais.com.co/images/Estatutos_2021_final.pdf","https://www.mais.com.co/images/Estatutos_Movimiento_MAIS_2020.pdf,https://www.mais.com.co/images/pdf/PLATAFORMA-IDEOLOGICA-FINAL.pdf",MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS,1187693,410136,247293,2338738,208068,0,193603
MOVIMIENTO AMANECER DORADO,20150698,0,,0,2015-2015,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,MOVIMIENTO AMANECER DORADO,0,0,0,0,0,0,0
MOVIMIENTO AMBIENTALISTA,20000192,0,,0,2000-2000,0,1,2,Se revisan los estatutos de los partidos y se asigna la etiqueta de izquierda si al menos tres posiciones políticas coinciden con ciertos criterios. Se clasifica como partido de derecha si al menos tres de las posiciones cumplen con ciertos criterios. Los partidos que no cumplen con al menos tres de dichas posiciones no son clasificados como de izquierda ni de derecha.,98,,,98,,,1,0,0,0,0,0,0,0,0,https://www.movimientoambientalistacolombiano.org/movimiento-ambientalista-colombiano/quienes-somo-movimiento-ambientalista-colombiano.html,,MOVIMIENTO AMBIENTALISTA,723,0,0,0,0,0,0
"MOVIMIENTO AMIGOS DEL ORDEN Y RECONQUISTA MORAL ""AMOR""",19800017,0,,0,1980-1980,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,"MOVIMIENTO AMIGOS DEL ORDEN Y RECONQUISTA MORAL ""AMOR""",0,0,0,0,0,0,0
MOVIMIENTO AMIGOS POR COLOMBIA,19940063,0,,0,1994-1994,0,4,,,99,,,99,,,0,0,1,0,0,0,0,0,0,,,MOVIMIENTO AMIGOS POR COLOMBIA,0,0,2033,0,0,0,0
MOVIMIENTO AMOR POR COLOMBIA,19900010,0,,0,1990-1990,0,4,,,99,,,99,,,0,0,0,0,0,1,0,0,0,,,MOVIMIENTO AMOR POR COLOMBIA,0,0,0,0,0,2411,0
MOVIMIENTO AMOR POR GUAITARILLA,20191919,0,,0,2019-2019,99,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,MOVIMIENTO AMOR POR GUAITARILLA,0,0,0,0,0,0,0
MOVIMIENTO ANTIOQUIA UNIDA,19910007,0,,0,1991-1991,0,4,,,99,,,99,,,0,0,0,0,1,0,0,0,0,,,MOVIMIENTO ANTIOQUIA UNIDA,0,0,0,0,247945,0,0
MOVIMIENTO APERTURA LIBERAL,19930001,0,,0,1997-2010,0,4,,,98,,,98,,,1,1,1,1,1,0,1,0,1,https://web.archive.org/web/20120911033656/http://www.elespectador.com/impreso/politica/articulo-263261-reviviria-apertura-liberal,,MOVIMIENTO APERTURA LIBERAL,743444,567352,539043,1056041,274531,29151,87009
MOVIMIENTO ARENA,19970009,0,,0,1997-2002,0,4,,,99,,,99,,,0,0,1,1,0,0,0,0,1,,,MOVIMIENTO ARENA,0,0,88893,12873,0,0,20511
MOVIMIENTO AUTONOMIA CIUDADANA,19970008,0,,0,1997-2002,0,4,,,99,,,99,,,1,1,1,0,0,0,0,0,1,,,MOVIMIENTO AUTONOMIA CIUDADANA,4485,5898,30448,0,0,0,29430
MOVIMIENTO AUTONOMO NACIONAL,19900034,0,,0,1990-1990,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,MOVIMIENTO AUTONOMO NACIONAL,0,0,0,0,0,0,0
MOVIMIENTO BELLO UNIDO,20110180,0,,0,2011-2015,0,4,,,99,,,99,,,0,0,0,1,0,0,0,0,0,,,MOVIMIENTO BELLO UNIDO,0,0,0,0,0,0,0
MOVIMIENTO BIPARTIDISTA POPULAR,19800033,0,,0,1980-1980,99,4,,,99,,,99,,,0,1,0,0,0,0,0,0,0,,,MOVIMIENTO BIPARTIDISTA POPULAR,0,0,0,0,0,0,0
MOVIMIENTO BLANCO POR LA PAZ,20140033,0,,0,2014-2014,0,4,,,99,,,99,,,0,0,1,0,0,0,0,0,0,,,MOVIMIENTO BLANCO POR LA PAZ,0,0,574,0,0,0,0
MOVIMIENTO BLOQUE SOCIALISTA,19760006,0,,0,1976-1976,99,4,,,99,,,99,,,0,1,0,1,0,0,0,0,0,,,MOVIMIENTO BLOQUE SOCIALISTA,0,0,0,0,0,0,0
MOVIMIENTO BOGOTA VIVA,20030012,0,,0,2003-2003,0,4,,,99,,,99,,,1,0,0,0,0,0,0,0,0,,,MOVIMIENTO BOGOTA VIVA,28048,0,0,0,0,0,0
